,domestic input requirements,output product,value,proportion
4677,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Other transport equipment - 30.2/4/9,224.8558625520854,0.15232102135625072
4678,"Wholesale trade services, except of motor vehicles and motorcycles",Other transport equipment - 30.2/4/9,157.8772005993094,0.10694858551256152
4679,"Retail trade services, except of motor vehicles and motorcycles",Other transport equipment - 30.2/4/9,47.73986932337348,0.03233976455946645
4680,Rail transport services,Other transport equipment - 30.2/4/9,5.801303083063784,0.003929897138460207
4681,"Land transport services and transport services via pipelines, excluding rail transport",Other transport equipment - 30.2/4/9,12.94458687418107,0.008768873852480707
4682,Water transport services,Other transport equipment - 30.2/4/9,0.9364914438233061,0.0006343945476694573
4683,Air transport services,Other transport equipment - 30.2/4/9,6.603722135130822,0.004473468865607208
4684,Warehousing and support services for transportation,Other transport equipment - 30.2/4/9,5.009961986192282,0.0033938297984827054
4685,Postal and courier services,Other transport equipment - 30.2/4/9,7.643232306145574,0.005177649975950729
4686,Accommodation services,Other transport equipment - 30.2/4/9,0.0009117155447500378,6.176109503505952e-07
4687,Food and beverage serving services,Other transport equipment - 30.2/4/9,2.416513625583991,0.001636985664471999
4688,Publishing services,Other transport equipment - 30.2/4/9,0.07544820627888513,5.1109843032154855e-05
4689,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Other transport equipment - 30.2/4/9,0.0,0.0
4690,Telecommunications services,Other transport equipment - 30.2/4/9,5.143312883587486,0.0034841638669809417
4691,"Computer programming, consultancy and related services",Other transport equipment - 30.2/4/9,8.011875753414353,0.0054273750476786795
4692,Information services,Other transport equipment - 30.2/4/9,0.03325933472912901,2.2530414720215915e-05
4693,"Financial services, except insurance and pension funding",Other transport equipment - 30.2/4/9,183.7585184287214,0.12448101149015238
4694,"Insurance, reinsurance and pension funding services, except compulsory social security",Other transport equipment - 30.2/4/9,0.4664039580109566,0.000315949632989313
4695,Services auxiliary to financial services and insurance services,Other transport equipment - 30.2/4/9,18.97634925567785,0.012854887870972127
4696,Real estate services on a fee or contract basis,Other transport equipment - 30.2/4/9,0.0002887615208352283,1.9561175449369366e-07
4697,Owner-Occupiers' Housing Services,Other transport equipment - 30.2/4/9,0.0,0.0
4698,"Real estate services, excluding on a fee or contract basis and imputed rent",Other transport equipment - 30.2/4/9,12.31935907512572,0.00834533436433251
4699,Legal services,Other transport equipment - 30.2/4/9,9.949305375217836,0.006739821409759196
4700,"Accounting, bookkeeping and auditing services; tax consulting services",Other transport equipment - 30.2/4/9,4.309228120165874,0.002919141271527655
4701,Services of head offices; management consulting services,Other transport equipment - 30.2/4/9,13.53567879030304,0.009169289137887225
4702,Architectural and engineering services; technical testing and analysis services,Other transport equipment - 30.2/4/9,2.113270804771459,0.001431564041656112
4703,Scientific research and development services,Other transport equipment - 30.2/4/9,0.0,0.0
4704,Advertising and market research services,Other transport equipment - 30.2/4/9,13.47447531121185,0.009127828904918797
4705,"Other professional, scientific and technical services",Other transport equipment - 30.2/4/9,36.1555394813586,0.024492350961990577
4706,Veterinary services,Other transport equipment - 30.2/4/9,0.0,0.0
4707,Rental and leasing services,Other transport equipment - 30.2/4/9,0.4565123363553909,0.00030924888747018575
4708,Employment services,Other transport equipment - 30.2/4/9,54.8866416048585,0.03718110443364552
4709,"Travel agency, tour operator and other reservation services and related services",Other transport equipment - 30.2/4/9,0.02331871537593753,1.5796477363163022e-05
4710,Security and investigation services,Other transport equipment - 30.2/4/9,0.0,0.0
4711,Services to buildings and landscape,Other transport equipment - 30.2/4/9,0.0,0.0
4712,"Office administrative, office support and other business support services",Other transport equipment - 30.2/4/9,5.26500740469355,0.0035666017164456927
4713,Public administration and defence services; compulsory social security services,Other transport equipment - 30.2/4/9,7.721771078854162,0.005230853418988678
4714,Education services,Other transport equipment - 30.2/4/9,0.6065278802402762,0.00041087185875725236
4715,Human health services,Other transport equipment - 30.2/4/9,0.3770147512755976,0.00025539592932503354
4716,Residential Care  & Social Work Activities,Other transport equipment - 30.2/4/9,0.0008355614973262032,5.660229590376097e-07
4717,"Creative, arts and entertainment services",Other transport equipment - 30.2/4/9,0.0,0.0
4718,"Libraries, archives, museums and other cultural services",Other transport equipment - 30.2/4/9,0.0,0.0
4719,Gambling and betting services,Other transport equipment - 30.2/4/9,0.0,0.0
4720,Sports services and amusement and recreation services,Other transport equipment - 30.2/4/9,0.0,0.0
4721,Services furnished by membership organisations,Other transport equipment - 30.2/4/9,0.05706964637482164,3.865990739840847e-05
4722,Repair services of computers and personal and household goods,Other transport equipment - 30.2/4/9,0.0,0.0
4723,Other personal services,Other transport equipment - 30.2/4/9,0.0726406706799662,4.9207972718134005e-05
4724,Services of households as employers of domestic personnel,Other transport equipment - 30.2/4/9,0.0,0.0
4725,"Products of agriculture, hunting and related services",Furniture,1.80659749178404,0.0005539543864686305
4726,"Products of forestry, logging and related services",Furniture,17.80677174547577,0.005460064769331105
4727,Fish and other fishing products; aquaculture products; support services to fishing,Furniture,0.0,0.0
4728,Coal and lignite,Furniture,0.0,0.0
4729,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Furniture,0.01188021768067169,3.6428140337510023e-06
4730,Other mining and quarrying products,Furniture,1.477952138306373,0.00045318233515148523
4731,Mining support services,Furniture,0.0,0.0
4732,Preserved meat and meat products,Furniture,0.3002509630534763,9.206552028402041e-05
4733,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Furniture,3.707748193892679,0.001136901487613444
4734,Vegetable and animal oils and fats,Furniture,0.006878868771179574,2.109257622169066e-06
4735,Dairy products,Furniture,2.757477420073302,0.0008455213291198386
4736,"Grain mill products, starches and starch products",Furniture,0.0,0.0
4737,Bakery and farinaceous products,Furniture,5.60335163419145,0.0017181476398604313
4738,Other food products,Furniture,1.91713613430754,0.0005878486911926517
4739,Prepared animal feeds,Furniture,0.0009193288899103655,2.818924932029415e-07
4740,Alcoholic beverages  & Tobacco products,Furniture,0.003779426107677683,1.1588799830639789e-06
4741,Soft drinks,Furniture,0.003779426107677683,1.1588799830639789e-06
4742,Textiles,Furniture,33.77330013355802,0.010355858368889234
4743,Wearing apparel,Furniture,0.0,0.0
4744,Leather and related products,Furniture,8.890852711538717,0.0027261893595013015
4745,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Furniture,770.9889325403364,0.2364072257610224
4746,Paper and paper products,Furniture,40.53649581754952,0.012429647318963044
4747,Printing and recording services,Furniture,1.788381134306231,0.0005483687310162099
4748,Coke and refined petroleum products,Furniture,25.7115685186038,0.007883901216869358
4749,"Paints, varnishes and similar coatings, printing ink and mastics",Furniture,8.048135401177344,0.00246778816457507
4750,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Furniture,0.002575727059949627,7.897914780098724e-07
4751,Other chemical products,Furniture,18.94487899305101,0.005809040955190554
4752,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Furniture,0.08721249554821184,2.6741841878734894e-05
4753,Petrochemicals - 20.14/16/17/60,Furniture,77.78882250616546,0.023852274588827573
4754,"Dyestuffs, agro-chemicals - 20.12/20",Furniture,0.0003064429633034552,9.396416440098052e-08
4755,Basic pharmaceutical products and pharmaceutical preparations,Furniture,0.0003064429633034552,9.396416440098052e-08
4756,Rubber and plastic products,Furniture,52.04366324295331,0.015958073490327043
4757,"Cement, lime, plaster and articles of concrete, cement and plaster",Furniture,0.6458701705065725,0.00019804223999450086
4758,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Furniture,0.9945022921375621,0.00030494280523919016
4759,Basic iron and steel,Furniture,140.1385261125485,0.04297047438975127
4760,Other basic metals and casting,Furniture,17.94067036364343,0.005501121909736417
4761,Weapons and ammunition,Furniture,0.0,0.0
4762,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Furniture,99.31677351375548,0.030453359194873197
4763,"Computer, electronic and optical products",Furniture,13.00767034242874,0.00398852321930915
4764,Electrical equipment,Furniture,1.456679779567206,0.0004466596224345208
4765,Machinery and equipment n.e.c.,Furniture,5.810066009236627,0.0017815321709046524
4766,"Motor vehicles, trailers and semi-trailers",Furniture,17.77589350117872,0.0054505966177629825
4767,Ships and boats,Furniture,0.1264456437933693,3.8771845609071655e-05
4768,Air and spacecraft and related machinery,Furniture,2.104473997838922,0.0006452918304236212
4769,Other transport equipment - 30.2/4/9,Furniture,0.006085168623025937,1.8658864890804635e-06
4770,Furniture,Furniture,34.8106723500569,0.010673946317280416
4771,Other manufactured goods,Furniture,0.3982629278588738,0.00012211878786425086
4772,Repair and maintenance of ships and boats,Furniture,0.1603700848111025,4.917404808955428e-05
4773,Repair and maintenance of aircraft and spacecraft,Furniture,0.3472237293104588,0.00010646871193626015
4774,Rest of repair; Installation - 33.11-14/17/19/20,Furniture,75.29292104252116,0.023086959918422554
4775,"Electricity, transmission and distribution",Furniture,60.64565089028483,0.01859568857130596
4776,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Furniture,20.11322524488833,0.006167289283367041
